,,,under tree,under tree,under tree,under tree,open,open,open,open,open,open,,,,,
,,DEPTHS( cm),5,5,10,20,5,10,20,70,100,130,,,,,
Year,DOY,precip (mm),vol soil moisture,vol soil moisture,vol soil moisture,vol soil moisture,vol soil moisture,vol soil moisture,vol soil moisture,vol soil moisture,vol soil moisture,vol soil moisture,averageShallow,averageDeep,shallowMinusDeep,maxAirTemp,minAirTemp
2016,66,0,0.038662627,0.042612461,0.039944749,0.042990067,0.030984523,0.02940246,0.088064262,0.104655618,0.100384129,0.089314704,0.044665878,0.09811815,-0.053452272,23.62,11.77
2016,67,0,0.039148038,0.042438463,0.039490712,0.042886135,0.032168823,0.030182335,0.087448735,0.104029752,0.099947719,0.089399735,0.04482332,0.097792402,-0.052969082,18.29,5.701
2016,68,1.778,0.040308962,0.042651928,0.039566351,0.042970375,0.038562116,0.037795399,0.086704015,0.103278769,0.099543648,0.08943502,0.046937021,0.097419146,-0.050482125,13.72,2.767
2016,69,0,0.041032742,0.042851935,0.040102938,0.043069784,0.041506263,0.041491469,0.087002514,0.102702108,0.099001344,0.089514193,0.048151092,0.097072548,-0.048921456,21.33,4.126
2016,70,0,0.040130386,0.042301336,0.040101692,0.042671429,0.039340807,0.040128653,0.086817246,0.10191599,0.098258591,0.089360552,0.047355935,0.096511711,-0.049155776,24.6,7.276
2016,71,0,0.039116019,0.041681702,0.039691849,0.042296747,0.035317205,0.036381129,0.086297926,0.101048913,0.097509781,0.089141808,0.045826082,0.095900167,-0.050074085,15.98,14.54
2016,72,0,0.038517562,0.041180529,0.038935089,0.042045854,0.032880728,0.033146121,0.08567047,0.100400289,0.09693751,0.08893861,0.044625193,0.09542547,-0.050800276,16.81,7.333
2016,73,0,0.038470013,0.040881715,0.038514248,0.041806823,0.031917715,0.031430135,0.085199011,0.09977339,0.096388702,0.088675578,0.04403138,0.09494589,-0.05091451,12.13,10.08
2016,74,0,0.03791489,0.040249465,0.037939781,0.041528371,0.030822677,0.029869594,0.08471619,0.099003639,0.095712773,0.088409258,0.043291567,0.094375223,-0.051083656,12.59,12.59
2016,75,0,0.037418449,0.039628046,0.037326329,0.041192605,0.030102327,0.028770356,0.08411844,0.098213701,0.09493112,0.088114829,0.042650936,0.093753217,-0.051102281,13.37,10.97
2016,76,0,0.036995045,0.039093995,0.036778563,0.040837182,0.029276846,0.027801909,0.083464406,0.097307299,0.094158986,0.087734796,0.042035421,0.093067027,-0.051031606,27.23,12.85
2016,77,0,0.036482336,0.038522603,0.036205098,0.040476047,0.028531418,0.026937998,0.082754312,0.096354337,0.093426534,0.087221215,0.041415687,0.092334029,-0.050918341,27.69,10.83
2016,78,0,0.03602386,0.037965994,0.035625055,0.04012076,0.028141001,0.026230177,0.081918135,0.095335278,0.092626433,0.086737418,0.040860712,0.091566377,-0.050705665,26.61,11.1
2016,79,0,0.035729649,0.037442327,0.035102511,0.039760475,0.027689842,0.025697901,0.081103083,0.094238073,0.091827401,0.086259088,0.040360827,0.090774854,-0.050414027,27.11,11.11
2016,80,0,0.035422299,0.036950611,0.034637343,0.039409418,0.027170768,0.02517389,0.080212381,0.093080129,0.090820229,0.085676705,0.039853816,0.089859021,-0.050005205,28.85,11.09
2016,81,0,0.034945661,0.036343547,0.034112944,0.039035569,0.026427002,0.024546552,0.079203155,0.091739775,0.089667317,0.085095571,0.039230633,0.088834221,-0.049603588,30.62,13.08
2016,82,0,0.034778464,0.035933401,0.033642955,0.038666097,0.026484173,0.024322921,0.078009121,0.090445411,0.088615133,0.084452785,0.038833876,0.087837776,-0.0490039,26.78,9.75
2016,83,0,0.035201943,0.035802731,0.033463556,0.038510046,0.027129145,0.024413195,0.077082589,0.089184909,0.087571658,0.083774478,0.038800458,0.086843681,-0.048043223,18.33,5.537
2016,84,0,0.035616691,0.035839905,0.033542948,0.038350663,0.027226678,0.024645034,0.076553003,0.087986178,0.086600451,0.083227018,0.038824989,0.085937883,-0.047112894,23.79,5.586
2016,85,0,0.035354505,0.035500365,0.033307972,0.038116177,0.026768538,0.024319364,0.075862254,0.086731458,0.085510553,0.082596184,0.038461311,0.084946065,-0.046484755,24.77,7.685
2016,86,0,0.035034711,0.035124415,0.033013216,0.037838146,0.026214245,0.023902183,0.07508669,0.085590633,0.084122849,0.08182457,0.038030515,0.083846017,-0.045815502,26.31,9.18
2016,87,0,0.034708242,0.034746879,0.032671345,0.037531704,0.025761684,0.023478884,0.07413274,0.084384193,0.082799759,0.08092982,0.037575925,0.082704591,-0.045128665,26.64,10.58
2016,88,0,0.034637887,0.034493762,0.032390767,0.037224828,0.025970797,0.023430649,0.073097127,0.083345271,0.081378899,0.07995812,0.037320831,0.081560764,-0.044239933,24.61,10.6
2016,89,0,0.034951899,0.034494879,0.032391665,0.037085738,0.026600148,0.023868625,0.072172089,0.082309233,0.08031891,0.079190846,0.037366435,0.08060633,-0.043239895,18.49,9.2
2016,90,0,0.035876594,0.034950627,0.032786869,0.037056581,0.027163454,0.024460873,0.07186684,0.081444483,0.079367353,0.078553308,0.037737405,0.079788382,-0.042050976,16.9,4.852
2016,91,0,0.03646924,0.035191731,0.033083407,0.036881825,0.028464423,0.025094303,0.071269241,0.080702512,0.078407259,0.077936758,0.038064881,0.07901551,-0.040950629,15.18,3.025
2016,92,0,0.036673314,0.03535068,0.03334222,0.036881099,0.028190839,0.025331193,0.071371561,0.079871886,0.077621759,0.077355466,0.038162986,0.078283037,-0.040120051,20.49,3.895
2016,93,0,0.036001352,0.034935656,0.033030295,0.036695951,0.026715465,0.024250467,0.071001877,0.079053139,0.076407856,0.076560778,0.037518723,0.077340591,-0.039821868,24.36,7.7
2016,94,0,0.035038697,0.034334159,0.032475092,0.036328799,0.025238336,0.022969964,0.070109595,0.078199967,0.075077358,0.075240742,0.036642092,0.076172689,-0.039530598,28.08,11.24
2016,95,0,0.034384164,0.033784164,0.031957359,0.035983977,0.024472334,0.02223328,0.069070202,0.077270962,0.073726416,0.073941885,0.03598364,0.074979754,-0.038996114,30.46,11.09
2016,96,0,0.033725787,0.033184019,0.031354871,0.035637263,0.023850133,0.021432068,0.067853509,0.07636692,0.072410735,0.072454074,0.035291093,0.07374391,-0.038452817,29.03,15.66
2016,97,0,0.033482378,0.032843771,0.031008437,0.035296574,0.023451954,0.021188299,0.066816799,0.075522812,0.07114413,0.07109909,0.034869744,0.072588677,-0.037718933,32.72,13.84
2016,98,2.54,0.033446266,0.03258527,0.030687223,0.034917604,0.024962837,0.022016211,0.065707976,0.074776053,0.07000179,0.07001404,0.034903341,0.071597294,-0.036693953,26.88,12.86
2016,99,6.35,0.039700734,0.033652991,0.031641634,0.034972012,0.070463445,0.080953154,0.065673352,0.074345244,0.069504543,0.069635852,0.051008189,0.07116188,-0.020153691,22.56,9.72
2016,100,0,0.041863576,0.035216239,0.033409467,0.035090835,0.074307029,0.084098982,0.068992948,0.073886537,0.068912717,0.069161631,0.053282725,0.070653628,-0.017370903,25.64,8.24
2016,101,2.794,0.047804207,0.036342876,0.037849289,0.03500813,0.071616155,0.080588815,0.071882824,0.073339704,0.068232818,0.068759361,0.054441757,0.070110628,-0.015668871,17.81,9.51
2016,102,0.254,0.054293813,0.03780285,0.043037279,0.035409156,0.075552578,0.085478255,0.07485827,0.073049846,0.067781448,0.068513116,0.058061743,0.06978147,-0.011719727,22.13,5.884
2016,103,0,0.053034253,0.038448571,0.042445332,0.035343677,0.065438394,0.07269569,0.077179765,0.072706008,0.067221448,0.0679582,0.054940812,0.069295219,-0.014354407,22.27,12
2016,104,0,0.052022591,0.038922076,0.041590616,0.035278231,0.058045201,0.062724783,0.078233797,0.072376742,0.066668418,0.067324387,0.052402471,0.068789849,-0.016387378,27.29,10.12
2016,105,0,0.051158354,0.039262904,0.041040369,0.035190655,0.050702613,0.053936828,0.078544344,0.072037411,0.065953499,0.066572159,0.049976581,0.068187689,-0.018211109,29.48,11.88
2016,106,0,0.050378639,0.039580221,0.040861235,0.035165604,0.0439057,0.046755804,0.078218513,0.07166092,0.06516547,0.06603458,0.047837959,0.067620324,-0.019782364,25.25,10.73
2016,107,0,0.049547245,0.040171824,0.040910636,0.035407128,0.040043267,0.041922591,0.077803577,0.071246253,0.064650195,0.065447803,0.046543753,0.06711475,-0.020570998,20.8,5.403
2016,108,0,0.048130167,0.040323953,0.040829498,0.0355369,0.036177717,0.03794599,0.077595708,0.070857858,0.06414779,0.064874426,0.04521999,0.066626691,-0.021406701,24.09,8.14
2016,109,0,0.046360185,0.040190754,0.040406119,0.035575381,0.032787255,0.034592425,0.077206946,0.070439871,0.063585583,0.064307422,0.043874152,0.066110959,-0.022236806,25.17,9.51
2016,110,0,0.044357686,0.039752199,0.039722167,0.035626936,0.030288944,0.03193611,0.0767734,0.070021558,0.063039106,0.063743707,0.042636777,0.065601457,-0.02296468,28.04,10.84
2016,111,0,0.042068495,0.03889179,0.038661208,0.035641737,0.028195326,0.029368295,0.076263761,0.069576086,0.062390577,0.063139059,0.041298659,0.065035241,-0.023736582,30.76,12.62
2016,112,0,0.039849788,0.03795352,0.037448965,0.035637758,0.026539543,0.027144429,0.075621949,0.06913003,0.061762213,0.062514674,0.040027993,0.064468972,-0.024440979,32.77,13.84
